customer_id,name,age,gender,city,income,transaction_id,product_id,amount,product_name,price,stock,firstName,lastName,api_age,api_gender,email,phone,height,weight,gender_encoded,api_gender_encoded,payment_mode_Cash,payment_mode_Credit Card,payment_mode_Debit Card,payment_mode_UPI,category_Electronics,bloodGroup_A+,bloodGroup_A-,bloodGroup_AB+,bloodGroup_AB-,bloodGroup_B+,bloodGroup_B-,bloodGroup_O+,bloodGroup_O-,high_value_customer,purchase_category,product_number,log_income,sqrt_amount,reciprocal_price,boxcox_income,yeojohnson_amount,income_group,amount_group
105,User5,29.0,Female,Mumbai,500000.0,T143,P021,40000.0,Product21,1698.0,97.0,Liam,Garcia,30.0,male,liam.garcia@x.dummyjson.com,+92 870-217-6201,162.32,93.16,0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,0,High Purchase,021,13.122365377402328,200.0,0.0005885815185403178,-0.4083848859605187,1.1301072781024215,Medium,"(30281.75, 40000.0]"
106,User6,38.0,Male,Delhi,500000.0,T004,P021,2882.0,Product21,1698.0,97.0,Mia,Rodriguez,25.0,female,mia.rodriguez@x.dummyjson.com,+49 989-461-8403,188.08,56.03,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,0,Low Purchase,021,13.122365377402328,53.68426212587819,0.0005885815185403178,-0.4083848859605187,-1.3724879744720182,Medium,"(1088.127, 10845.25]"
106,User6,38.0,Male,Delhi,500000.0,T105,P001,1127.0,Product1,4973.0,78.0,Noah,Hernandez,41.0,male,noah.hernandez@x.dummyjson.com,+49 393-605-6968,188.62,69.49,1,1,True,False,False,False,True,False,False,True,False,False,False,False,False,0,Low Purchase,001,13.122365377402328,33.57082066318904,0.0002010454362685967,-0.4083848859605187,-1.6062300918110939,Medium,"(1088.127, 10845.25]"
106,User6,38.0,Male,Delhi,500000.0,T141,P019,1171.0,Product19,753.0,50.0,Charlotte,Lopez,37.0,female,charlotte.lopez@x.dummyjson.com,+44 373-953-5028,178.92,82.46,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,019,13.122365377402328,34.219877264537345,0.001326259946949602,-0.4083848859605187,-1.5993518139686256,Medium,"(1088.127, 10845.25]"
106,User6,38.0,Male,Delhi,500000.0,T165,P027,25000.0,Product27,3341.0,80.0,William,Gonzalez,33.0,male,william.gonzalez@x.dummyjson.com,+81 905-252-7319,173.21,82.41,1,1,False,True,False,False,True,False,False,False,False,False,True,False,False,0,High Purchase,027,13.122365377402328,158.11388300841898,0.0002992220227408737,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
106,User6,38.0,Male,Delhi,500000.0,T211,P025,1595.0,Product25,4219.0,84.0,Avery,Perez,26.0,female,avery.perez@x.dummyjson.com,+61 731-431-3457,172.68,93.9,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,0,Low Purchase,025,13.122365377402328,39.93745109543172,0.00023696682464454977,-0.4083848859605187,-1.536707652282309,Medium,"(1088.127, 10845.25]"
106,User6,38.0,Male,Delhi,500000.0,T212,P036,4761.0,Product36,3509.0,11.0,Evelyn,Sanchez,38.0,female,evelyn.sanchez@x.dummyjson.com,+1 623-880-6871,184.08,83.15,1,0,False,True,False,False,True,False,False,False,False,True,False,False,False,0,Low Purchase,036,13.122365377402328,69.0,0.0002849002849002849,-0.4083848859605187,-1.1700381879861574,Medium,"(1088.127, 10845.25]"
107,User7,31.0,Male,Mumbai,591541.588888889,T064,P048,4380.0,Product48,700.0,50.0,Logan,Torres,32.0,male,logan.torres@x.dummyjson.com,+81 507-434-8733,190.04,72.43,1,1,False,True,False,False,True,True,False,False,False,False,False,False,False,1,Low Purchase,048,13.290488961311366,66.18156843109719,0.0014265335235378032,-0.04324074701421707,-1.2086906298723237,Medium,"(1088.127, 10845.25]"
107,User7,31.0,Male,Mumbai,591541.588888889,T150,P038,1127.0,Product38,4351.0,7.0,Abigail,Rivera,29.0,female,abigail.rivera@x.dummyjson.com,+91 228-363-7806,186.39,74.61,1,0,True,False,False,False,True,False,False,False,False,True,False,False,False,1,Low Purchase,038,13.290488961311366,33.57082066318904,0.00022977941176470588,-0.04324074701421707,-1.6062300918110939,Medium,"(1088.127, 10845.25]"
107,User7,31.0,Male,Mumbai,591541.588888889,T181,P049,25000.0,Product49,4989.0,58.0,Jackson,Evans,35.0,male,jackson.evans@x.dummyjson.com,+44 468-628-6686,162.57,74.37,1,1,True,False,False,False,True,False,False,False,False,False,False,False,True,1,High Purchase,049,13.290488961311366,158.11388300841898,0.0002004008016032064,-0.04324074701421707,0.3041152414122071,Medium,"(20563.5, 30281.75]"
107,User7,31.0,Male,Mumbai,591541.588888889,T194,P042,40000.0,Product42,4914.0,19.0,Madison,Collins,27.0,female,madison.collins@x.dummyjson.com,+81 259-957-5711,189.28,56.96,1,0,False,True,False,False,True,False,False,False,False,False,True,False,False,1,High Purchase,042,13.290488961311366,200.0,0.0002034587995930824,-0.04324074701421707,1.1301072781024215,Medium,"(30281.75, 40000.0]"
108,User8,35.0,Female,Jaipur,591541.588888889,T037,P043,1127.0,Product43,3011.0,70.0,Elijah,Stewart,34.0,male,elijah.stewart@x.dummyjson.com,+44 468-357-7872,195.33,81.64,0,1,True,False,False,False,True,False,True,False,False,False,False,False,False,1,Low Purchase,043,13.290488961311366,33.57082066318904,0.00033200531208499334,-0.04324074701421707,-1.6062300918110939,Medium,"(1088.127, 10845.25]"
108,User8,35.0,Female,Jaipur,591541.588888889,T088,P016,40000.0,Product16,3833.0,31.0,Chloe,Morales,40.0,female,chloe.morales@x.dummyjson.com,+92 468-541-7133,185.07,63.97,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,1,High Purchase,016,13.290488961311366,200.0,0.0002608242044861763,-0.04324074701421707,1.1301072781024215,Medium,"(30281.75, 40000.0]"
109,User9,31.0,Female,Surat,591541.588888889,T156,P001,25000.0,Product1,4973.0,78.0,Mateo,Nguyen,31.0,male,mateo.nguyen@x.dummyjson.com,+1 341-597-6694,174.29,59.98,0,1,False,False,False,True,True,False,False,False,False,False,False,True,False,1,High Purchase,001,13.290488961311366,158.11388300841898,0.0002010454362685967,-0.04324074701421707,0.3041152414122071,Medium,"(20563.5, 30281.75]"
109,User9,31.0,Female,Surat,591541.588888889,T198,P011,40000.0,Product11,3616.0,93.0,Harper,Kelly,28.0,female,harper.kelly@x.dummyjson.com,+92 518-863-2863,184.32,81.69,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,1,High Purchase,011,13.290488961311366,200.0,0.0002764722145424385,-0.04324074701421707,1.1301072781024215,Medium,"(30281.75, 40000.0]"
110,User10,30.0,Female,Jaipur,500000.0,T118,P049,4385.0,Product49,4989.0,58.0,Evelyn,Gonzalez,36.0,female,evelyn.gonzalez@x.dummyjson.com,+61 708-508-4638,168.94,58.47,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,0,Low Purchase,049,13.122365377402328,66.21933252457322,0.0002004008016032064,-0.4083848859605187,-1.2081767220951645,Medium,"(1088.127, 10845.25]"
110,User10,30.0,Female,Jaipur,500000.0,T189,P039,25000.0,Product39,2159.0,58.0,Daniel,Cook,42.0,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,186.21,83.72,0,1,False,True,False,False,True,False,False,True,False,False,False,False,False,0,High Purchase,039,13.122365377402328,158.11388300841898,0.000462962962962963,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
111,User11,36.0,Female,Pune,591541.588888889,T043,P001,40000.0,Product1,4973.0,78.0,Lily,Lee,30.0,female,lily.lee@x.dummyjson.com,+1 808-757-9867,181.42,51.49,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,High Purchase,001,13.290488961311366,200.0,0.0002010454362685967,-0.04324074701421707,1.1301072781024215,Medium,"(30281.75, 40000.0]"
112,User12,24.0,Male,Jaipur,500000.0,T094,P014,25000.0,Product14,1271.0,34.0,Henry,Hill,39.0,male,henry.hill@x.dummyjson.com,+1 240-833-4680,180.25,95.84,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,0,High Purchase,014,13.122365377402328,158.11388300841898,0.0007861635220125787,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
112,User12,24.0,Male,Jaipur,500000.0,T169,P036,25000.0,Product36,3509.0,11.0,Addison,Wright,33.0,female,addison.wright@x.dummyjson.com,+1 514-384-3300,179.32,76.93,1,0,False,False,False,True,True,False,False,False,False,True,False,False,False,0,High Purchase,036,13.122365377402328,158.11388300841898,0.0002849002849002849,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
113,User13,43.0,Male,Delhi,900000.0,T112,P007,2932.0,Product7,1415.0,48.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,Low Purchase,007,13.710151153416941,54.147945482723536,0.0007062146892655367,1.2482217652539147,-1.3666436201981196,High,"(1088.127, 10845.25]"
113,User13,43.0,Male,Delhi,900000.0,T147,P019,1127.0,Product19,753.0,50.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,1,Low Purchase,019,13.710151153416941,33.57082066318904,0.001326259946949602,1.2482217652539147,-1.6062300918110939,High,"(1088.127, 10845.25]"
114,User14,42.0,Male,Bangalore,500000.0,NO_TRANSACTION,NO_PRODUCT,22150.55,Product20,3108.4045454545453,51.1,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,High Purchase,,13.122365377402328,148.8306084110389,0.00032160498429252023,-0.4083848859605187,0.13120246093395818,Medium,"(20563.5, 30281.75]"
115,User15,43.0,Male,Mumbai,38317.0,T123,P030,3153.0,Product30,398.0,78.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,030,10.553675038655937,56.15158056546583,0.002506265664160401,-2.020862887317067,-1.3411754370869686,Low,"(1088.127, 10845.25]"
115,User15,43.0,Male,Mumbai,38317.0,T191,P041,40000.0,Product41,1957.0,70.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,False,True,False,True,False,False,False,True,False,False,False,False,0,High Purchase,041,10.553675038655937,200.0,0.0005107252298263534,-2.020862887317067,1.1301072781024215,Low,"(30281.75, 40000.0]"
116,User16,32.0,Male,Delhi,500000.0,T053,P023,2304.0,Product23,4751.0,10.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,False,True,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,023,13.122365377402328,48.0,0.00021043771043771043,-0.4083848859605187,-1.4425711649896562,Medium,"(1088.127, 10845.25]"
116,User16,32.0,Male,Delhi,500000.0,T066,P014,25000.0,Product14,1271.0,34.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,High Purchase,014,13.122365377402328,158.11388300841898,0.0007861635220125787,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
116,User16,32.0,Male,Delhi,500000.0,T134,P001,25000.0,Product1,4973.0,78.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,0,High Purchase,001,13.122365377402328,158.11388300841898,0.0002010454362685967,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
117,User17,35.0,Female,Pune,500000.0,T196,P036,25000.0,Product36,3509.0,11.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,0,High Purchase,036,13.122365377402328,158.11388300841898,0.0002849002849002849,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
118,User18,23.0,Female,Surat,500000.0,T013,P041,1276.0,Product41,1957.0,70.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,041,13.122365377402328,35.7211421989835,0.0005107252298263534,-0.4083848859605187,-1.5832558226779674,Medium,"(1088.127, 10845.25]"
118,User18,23.0,Female,Surat,500000.0,T057,P031,2930.0,Product31,3356.0,8.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,031,13.122365377402328,54.12947441089743,0.0002978850163836759,-0.4083848859605187,-1.3668767918597031,Medium,"(1088.127, 10845.25]"
118,User18,23.0,Female,Surat,500000.0,T080,P009,3778.0,Product9,1884.0,48.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,0,Low Purchase,009,13.122365377402328,61.465437442517235,0.0005305039787798408,-0.4083848859605187,-1.2719957276727878,Medium,"(1088.127, 10845.25]"
118,User18,23.0,Female,Surat,500000.0,T106,P042,4253.0,Product42,4914.0,19.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,042,13.122365377402328,65.21502894272147,0.0002034587995930824,-0.4083848859605187,-1.2218062843677162,Medium,"(1088.127, 10845.25]"
118,User18,23.0,Female,Surat,500000.0,T160,P027,2272.0,Product27,3341.0,80.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,027,13.122365377402328,47.66550115125194,0.0002992220227408737,-0.4083848859605187,-1.4466028735834198,Medium,"(1088.127, 10845.25]"
119,User19,34.0,Female,Delhi,73296.0,NO_TRANSACTION,NO_PRODUCT,22150.55,Product20,3108.4045454545453,51.1,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,High Purchase,,11.202274959342775,148.8306084110389,0.00032160498429252023,-1.9236902600811767,0.13120246093395818,Low,"(20563.5, 30281.75]"
120,User20,38.0,Male,Mumbai,500000.0,T049,P012,25000.0,Product12,3816.0,51.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,High Purchase,012,13.122365377402328,158.11388300841898,0.00026198585276395077,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
120,User20,38.0,Male,Mumbai,500000.0,T091,P038,40000.0,Product38,4351.0,7.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,False,True,False,True,False,False,False,True,False,False,False,False,0,High Purchase,038,13.122365377402328,200.0,0.00022977941176470588,-0.4083848859605187,1.1301072781024215,Medium,"(30281.75, 40000.0]"
121,User21,42.0,Female,Hyderabad,500000.0,T061,P045,2975.0,Product45,3460.0,61.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,045,13.122365377402328,54.543560573178574,0.0002889338341519792,-0.4083848859605187,-1.3616424062210248,Medium,"(1088.127, 10845.25]"
122,User22,38.0,Male,Jaipur,900000.0,NO_TRANSACTION,NO_PRODUCT,22150.55,Product20,3108.4045454545453,51.1,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,High Purchase,,13.710151153416941,148.8306084110389,0.00032160498429252023,1.2482217652539147,0.13120246093395818,High,"(20563.5, 30281.75]"
123,User23,43.0,Female,Jaipur,591541.588888889,NO_TRANSACTION,NO_PRODUCT,22150.55,Product20,3108.4045454545453,51.1,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,High Purchase,,13.290488961311366,148.8306084110389,0.00032160498429252023,-0.04324074701421707,0.13120246093395818,Medium,"(20563.5, 30281.75]"
124,User24,42.0,Female,Surat,44243.0,T090,P013,4976.0,Product13,4448.0,20.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,0,Low Purchase,013,10.697475048022145,70.54076835419359,0.0002247696111485727,-2.005131562364042,-1.1486556589535093,Low,"(1088.127, 10845.25]"
124,User24,42.0,Female,Surat,44243.0,T117,P014,4795.0,Product14,1271.0,34.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,False,False,False,True,True,False,False,False,True,False,False,False,False,0,Low Purchase,014,10.697475048022145,69.24593850905626,0.0007861635220125787,-2.005131562364042,-1.1666369389079274,Low,"(1088.127, 10845.25]"
125,User25,33.0,Female,Ahmedabad,900000.0,T185,P036,40000.0,Product36,3509.0,11.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,High Purchase,036,13.710151153416941,200.0,0.0002849002849002849,1.2482217652539147,1.1301072781024215,High,"(30281.75, 40000.0]"
126,User26,40.0,Male,Surat,900000.0,T028,P040,2522.0,Product40,4615.0,49.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,Low Purchase,040,13.710151153416941,50.21951811795888,0.0002166377816291161,1.2482217652539147,-1.4155552910946532,High,"(1088.127, 10845.25]"
126,User26,40.0,Male,Surat,900000.0,T089,P045,1128.0,Product45,3460.0,61.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,Low Purchase,045,13.710151153416941,33.58571124749333,0.0002889338341519792,1.2482217652539147,-1.60607284402892,High,"(1088.127, 10845.25]"
126,User26,40.0,Male,Surat,900000.0,T192,P023,40000.0,Product23,4751.0,10.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,False,True,False,True,False,False,False,True,False,False,False,False,1,High Purchase,023,13.710151153416941,200.0,0.00021043771043771043,1.2482217652539147,1.1301072781024215,High,"(30281.75, 40000.0]"
126,User26,40.0,Male,Surat,900000.0,T208,P016,25000.0,Product16,3833.0,31.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,False,True,False,True,False,False,False,True,False,False,False,False,1,High Purchase,016,13.710151153416941,158.11388300841898,0.0002608242044861763,1.2482217652539147,0.3041152414122071,High,"(20563.5, 30281.75]"
127,User27,40.0,Male,Bangalore,500000.0,T058,P012,25000.0,Product12,3816.0,51.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,0,High Purchase,012,13.122365377402328,158.11388300841898,0.00026198585276395077,-0.4083848859605187,0.3041152414122071,Medium,"(20563.5, 30281.75]"
128,User28,42.0,Male,Delhi,500000.0,T111,P015,40000.0,Product15,4028.0,77.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,0,High Purchase,015,13.122365377402328,200.0,0.0002482005460412013,-0.4083848859605187,1.1301072781024215,Medium,"(30281.75, 40000.0]"
129,User29,23.0,Male,Hyderabad,591541.588888889,T120,P048,1127.0,Product48,700.0,50.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,Low Purchase,048,13.290488961311366,33.57082066318904,0.0014265335235378032,-0.04324074701421707,-1.6062300918110939,Medium,"(1088.127, 10845.25]"
129,User29,23.0,Male,Hyderabad,591541.588888889,T127,P050,40000.0,Product50,4183.0,58.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,False,False,False,True,True,False,False,False,True,False,False,False,False,1,High Purchase,050,13.290488961311366,200.0,0.0002390057361376673,-0.04324074701421707,1.1301072781024215,Medium,"(30281.75, 40000.0]"
129,User29,23.0,Male,Hyderabad,591541.588888889,T135,P007,25000.0,Product7,1415.0,48.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,High Purchase,007,13.290488961311366,158.11388300841898,0.0007062146892655367,-0.04324074701421707,0.3041152414122071,Medium,"(20563.5, 30281.75]"
129,User29,23.0,Male,Hyderabad,591541.588888889,T219,P029,25000.0,Product29,2538.0,93.0,Evelyn,Gonzalez,33.56666666666667,female,abigail.rivera@x.dummyjson.com,+1 240-833-4680,178.97833333333335,70.73033333333333,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,1,High Purchase,029,13.290488961311366,158.11388300841898,0.00039385584875935406,-0.04324074701421707,0.3041152414122071,Medium,"(20563.5, 30281.75]"
